title,rating,reviewCount,category,attributes,address,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,latitude,longitude
Urban Cocktails & Shisha,4.7,6,Cafe,Dine-in;,ул Булевар Јане Сандански Бр.82/локал -36 и 7 MK Skopje 1000,+389 72 302 649,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,,41.9850625,21.4661875
Why Caffe,4.3,4,Cafe,;,Mitropolit Teodosij Gologanov 134/1 Skopje 1000,+389 71 351 332,8AM–12PM.,8AM–12PM.,8AM–12PM.,8AM–12PM.,8AM–12PM.,8AM–1AM,8AM–12PM.,https://lh5.googleusercontent.com/p/AF1QipOV7jaqOGXJQeoTy9-FkgZQVn8ynLdwCr7exIVv=w408-h510-k-no,41.9983125,21.3928125
My Space Cafe,4.1,137,Cafe,Takeout;Delivery;,Vasil Gjorgov Skopje 1000,+389 2 609 0264,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipMAvFM4jp59I6_ppjsPVWgrmaMMGIfaYkFtWGom=w427-h240-k-no,41.9926875,21.4210625
Snooze cafe,4.4,8,Cafe,;,MK 23 Oktomvri 18a Skopje 1000,,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNe9rjgSLmCxEwYlaIRwCWCsd3jkJt42Q36pq6G=w408-h306-k-no,41.9885625,21.4526875
Zaho Caffee & Lounge Bar,4,30,Cafe,Dine-in;Curbside pickup;No-contact delivery;,Boulevard Slovenia 1000 Skopje 1000,+389 71 305 107,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOS_gVupwuvKNek6AvmhKErJOftIkSXby8-elT9=w408-h724-k-no,42.0243125,21.4296875
Wake up Skopje,4.3,12,Cafe,;,Dame Gruev br.1-aneks MK Skopje 1000,+389 78 640 064,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,https://lh5.googleusercontent.com/p/AF1QipORNXGzo5ds6IqHeTjevWeH2pRSzfBDe2GT8fli=w426-h240-k-no,41.9918125,21.4321875
Velo,5,10,Cafe,;,1000 Skopje,,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,https://lh5.googleusercontent.com/p/AF1QipM-x3v6OzGIDgtsDeKVHS5Xi2oiKNkv7_1ooxLl=w408-h544-k-no,42.0041875,21.4233125
Classic,4.3,127,Cafe,Delivery;,Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPbIgrSu-nDnmAlkrhq1V2KWD1hFQXoIpH_QmAe=w408-h544-k-no,41.9990625,21.4396875
Office Cafe,4.4,134,Cafe,Delivery;,MK Fevruarski Pohod 24 Skopje 1000,+389 78 272 628,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMYzj0jBWGwQxgfs3rl-lBumq6EXA-qDZLDH4lj=w533-h240-k-no,41.9825625,21.4826875
Quatro Caffe,4.3,459,Cafe,Takeout;Delivery;,1 MK Hristo Tatarchev 47 Skopje 1000,+389 78 841 484,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipP33Em4D-SomW2vfa-y4kEL_BsxxD5a6XAEXOyS=w408-h306-k-no,41.9734375,21.4461875
Dabov Specialty Coffee Macedonia,4.9,73,Cafe,Dine-in;Curbside pickup;Delivery;,Њуделхиска бр.6 локал 9 Skopje MK 1000,+389 78 223 441,8AM–5PM.,8AM–5PM.,8AM–5PM.,8AM–5PM.,8AM–5PM.,9AM–3PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipOf09nYP_-bzqDciPChoE0d9tBSsFIgnBjN14Lh=w408-h306-k-no,41.9976875,21.4056875
LUX Cafe,3.6,23,Cafe,Takeout;Dine-in;Delivery;,MK Macedonia бр. 17 Skopje 1000,+389 78 339 149,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipONCPX3sdvwx4IzEockzczKFrhEye9kPmh2tYg1=w408-h306-k-no,41.9939375,21.4304375
LARES Waffle Caffe,3,2,Cafe,Takeout;,Bitpazarska 3/1-12 Skopje Skopie 1000 Bitpazarska Skopje Skopje 1000,+389 71 602 512,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipP-bpbQ_A05oZ0xOiXqcAENNB6ScjubhmQTVknb=w408-h839-k-no,42.0006875,21.4375625
Duplo Specialty Coffee Shop,5,22,Cafe,Dine-in;Takeout;,MK MK Pandil Shishkov бр.4/2 лок.11 Skopje 1000,+389 71 326 443,9AM–5PM.,9AM–5PM.,9AM–5PM.,9AM–5PM.,9AM–5PM.,9AM–4PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipOKW2ZA7vAi21c_Ns9WBygvbx-y9ptLXRGp1o4=w408-h306-k-no,41.9845625,21.4521875
Salud,4.6,10,Cafe,Dine-in;Curbside pickup;Delivery;,Debarca 23 Skopje 1000,+389 70 406 476,8AM–6PM.,8AM–6PM.,8AM–6PM.,8AM–6PM.,8AM–6PM.,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipOd_NoLL7equejvyjpznREZyM0EXRmMUpVHGA85=w408-h544-k-no,41.9978125,21.4221875
CAFFE TERASSA,5,4,Cafe,;,Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPplHueJaqRfWWF19g23LSuX866_3d-PyzmP25Z=w408-h408-k-no,41.9990625,21.4393125
Venezia Urban Bar,4.1,211,Cafe,Delivery;,Blvd. Partizanski Odredi 37 Skopje 1000,+389 71 302 120,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–1AM,7AM–1AM,https://lh5.googleusercontent.com/p/AF1QipNJdzUyGhs-ukvkBN-IwCPl5_zVYJU2HYYvFuRj=w408-h306-k-no,41.9991875,21.4196875
HOSH,5,8,Cafe,;,MK Bitpazarska 18 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPyFM4O2y1jS6Vmlh6YyBtVy-WniiDBkS6_o3Qd=w408-h306-k-no,42.0006875,21.4375625
Лејзи Кафе - Lazy Cafe,4.3,29,Cafe,;,Boulevard Jane Sandanski 74-1 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0FY8gqsU4MlWqvP5906JQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.60849&pitch=0&thumbfov=100,41.9833125,21.4638125
Cafe „Koffein“,4.3,4,Cafe,Dine-in;,Macedonia St 51 Skopje 1000,+389 70 355 742,8AM–10PM.,8AM–10PM.,8AM–10PM.,8AM–10PM.,8AM–10PM.,8AM–10PM.,8AM–10PM.,https://lh5.googleusercontent.com/p/AF1QipOepo0AG7wXMJGVzeER-dvjRkcnk-ArqCpkTDkD=w408-h862-k-no,41.9954375,21.4310625
Spirit Bar,4.8,38,Cafe,Takeout;Delivery;Dine-in;,MK Boulevard Jane Sandanski 2/2-35 Skopje 1000,+389 70 331 501,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPC4Wt0EhCtdy0i1Cx8zfutELDTsyF75InJ2_B4=w408-h544-k-no,41.9875625,21.4523125
Victory Cafe,5,1,Cafe,;,Tone Tomshikj 1000 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOnpKnXpOM2wkHg38G4KQTUi8mRzmjKpYx_IEtl=w408-h544-k-no,41.98125,21.43875
Chillin' Bar,4.7,248,Bar,Delivery;,MK Orce Nikolov 145 Skopje 1000,+389 2 312 3005,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,9AM–1AM,9AM–1AM,https://lh5.googleusercontent.com/p/AF1QipNw21GpBjTQ4HLpazgBcPkB2NYnTYO3ozbKKXvr=w426-h240-k-no,42.0033125,21.4166875
Pogon,4.7,133,Bar,Dine-in;Takeaway;,MK Jurij Gagarin 51/1 Skopje 1000,+389 70 423 023,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPHjWQpqcQ409Wurc5bZ7YgmCiSEuyYOG0WAlEJ=w408-h272-k-no,41.9964375,21.3980625
Van Gogh Bar,4.6,569,Bar,Takeaway;Dine-in;Delivery;,MK Mihail Cokov 4 Skopje 1000,+389 2 312 1876,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMzMYZMiFAMlnRFM786ndEwn0TGOrR910Z3xSc9=w427-h240-k-no,42.0021875,21.4216875
Kasha Bar,4.7,399,Bar,Dine-in;Kerbside pickup;Delivery;,Karposh Skopje 1000,+389 2 307 4060,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–6PM,https://lh5.googleusercontent.com/p/AF1QipORcIxCAEUWOjZheahFb7QE07ESRRKyFUihZrgL=w408-h544-k-no,42.00375,21.39875
Rock Bar Old School,4.6,288,Bar,Dine-in;Kerbside pickup;Delivery;,ul. 31 br 17 Skopje 1000,+389 77 539 955,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–1AM,10AM–1AM,4PM–12AM,https://lh5.googleusercontent.com/p/AF1QipOOwx0qgp0l-c-6mL5JZjFdyQq-n95v7USZ6lKE=w426-h240-k-no,41.9931875,21.4388125
Speakeasy Bar,4.7,243,Bar,Kerbside pickup;No-contact delivery;Dine-in;Cocktail,MK Naum Naumovski Borche Skopje 1000,+389 78 417 996,4PM–12AM,4PM–12AM,4PM–12AM,4PM–12AM,4PM–1AM,5PM–1AM,4PM–12AM,https://lh5.googleusercontent.com/p/AF1QipNlhVBsytXeRE27r6xUpbRHpIKoX8Vef12mQT4u=w408-h906-k-no,42.0023125,21.4236875
Shot Bar Bezisten,4.6,5,Bar,;,Pokriena Charshija 37b Skopje 1000,,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPqmcLziF1s8aRymrTiXh9p_R9YOSJfi-TZDf6B=w408-h240-k-no-pi-10-ya235-ro-0-fo100,42.0014375,21.4366875
Mr. Jack,4.5,568,Bar,Delivery;,Maksim Gorki 8 Skopje 1000,+389 2 323 1999,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,https://lh5.googleusercontent.com/p/AF1QipPmKKeKsq026UUosXRcuZGLSauZrE_hlMKv3Ds=w408-h240-k-no-pi-20-ya180-ro0-fo100,41.9964375,21.4269375
Wine bar Kaldrma,4.7,34,Bar,Dine-in;Delivery;,Arhiepiskop Angelarij 7 Skopje 1000 MK Skopje 1000,+389 78 336 137,12PM–1AM,12PM–1AM,12PM–2AM,12PM–1AM,12PM–4AM,12PM–5AM,12PM–1AM,https://lh5.googleusercontent.com/p/AF1QipOBEh9w8NZNV5JrJme5MRXwBtt33YBP8cdkaRtz=w408-h725-k-no,42.0003125,21.4361875
Heart Bar Skopje,4.5,193,Bar,Dine-in;,MK Naum Naumovski Borche 50-1/1 Skopje 1000,+389 70 250 964,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,https://lh5.googleusercontent.com/p/AF1QipP-MXQZfC7Ed29VUri57ywpLGH_D65H0hg-zaho=w408-h408-k-no,41.9988125,21.4241875
All day bar - Skopje,4.5,62,Bar,;,Rruga e Bit Pazarit 15 Skopie 1000,+389 78 228 756,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8:30AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipM3jCxm-EMhse3tRUbMyuTCgwNEpKP4lrjg1oiM=w408-h544-k-no,41.9998125,21.4368125
Центар Бар,4.3,882,Bar,Dine-in;Takeaway;,Dimitrie Cupovski 13 Skopje 1000,+389 2 609 1100,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,9AM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipPRNk9etAPtc0e19sbaLchjHWoFqfZ6ASSC_L6C=w408-h272-k-no,41.9948125,21.4288125
Konak,4.7,318,Bar,Kerbside pickup;Delivery;,Borka Talevski 53 Skopje 1000,+389 2 609 0879,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,12PM–12AM,5PM–12AM,https://lh5.googleusercontent.com/p/AF1QipM515W6vdqBw4kxSjZfaky8cPw6VRp04wOpss_Z=w426-h240-k-no,41.9970625,21.4150625
Sindikat Cafe Bar,4.6,606,Bar,Takeaway;Dine-in;Delivery;,Орце Николов 97 Скопје 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOsYlHLuoVPcVD9Fn_Yh5b7rIQ1wNI0OFsLCMkl=w427-h240-k-no,42.0014375,21.4224375
Amok Bar,4.3,49,Bar,Takeaway;,Bul. Partizanski Odredi 1 - 10/4 Skopje MK 1000,,Closed,10AM–12AM,10AM–12AM,10AM–12AM,10AM–1AM,10AM–1AM,5–10PM,https://lh5.googleusercontent.com/p/AF1QipNl8dVQigtnPhpqFcg9uUjf5tLth05KuxSCDJGP=w408-h544-k-no,41.9971875,21.4273125
N Bar Bar,5,17,Bar,;,Petar Pop Arsov 14a Skopje 1000 Petar Pop Arsov 14a Skopje 1000,+389 70 241 468,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipP-X1bUVnFS9pJkqJcGwixny1nN6hgpbLeBdFfH=w408-h544-k-no,41.9989375,21.4160625
Drinkers Paradise Bar - Cocktail Bar,4.4,71,Bar,Kerbside pickup;Delivery;Cocktail,Булевар Партизански Одреди 17 (спроти Соборна MK Blvd. Partizanski Odredi 17 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipO-xM-QfZOw82XswdB0WxjtY6glJp7f3rVvJ3kq=w408-h306-k-no,41.9976875,21.4256875
Badu Bar,4.7,1000,Bar,Takeaway;Dine-in;Delivery;,Булевар Партизански Одреди локал13 149 Skopje 1000,,8AM–11:45PM,8AM–11:45PM,8AM–11:45PM,8AM–11:45PM,8AM–12:45AM,8AM–12:45AM,8AM–11:45PM,https://lh5.googleusercontent.com/p/AF1QipNaylVmSWfya8bghdTARkpSWgtogq7Yt4Z344K-=w493-h240-k-no,42.0071875,21.3721875
Kozara Bar,5,11,Bar,;,Kozara 32 Skopje 1000 1000,+389 75 449 416,5PM–12AM,5PM–12AM,5PM–12AM,5PM–12AM,5PM–12AM,12PM–12AM,12PM–12AM,https://lh5.googleusercontent.com/p/AF1QipMF-aIv_pNe3nMNwLifVqdCCJzaA6klxDSwdIQQ=w408-h544-k-no,41.9913125,21.4189375
Roosevelt,4.5,484,Bar,Kerbside pickup;Dine-in;Delivery;,Franklin Ruzvelt 51 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPknKmz6o8Jo689NoW51QROXNUK0oysPHVWMeTp=w408-h306-k-no,42.0019375,21.4134375
Mosh,4.1,434,Bar,Dine-in;Delivery;,MK Debarca 2 Skopje 1000,,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipOrisGRAbRJsGPb4khtGAvlSh-prBTaP_Z-09Sw=w408-h306-k-no,41.9961875,21.4244375
MAKKA Bar,4.8,55,Bar,;,Boulevard Saint Clement of Ohrid 60 Skopje 1000,+389 70 426 789,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPEVUOTIlZwsfp3a48nNx16-YWkwUBJwrLgIJOm=w408-h306-k-no,41.9956875,21.4246875
Papillon,4.4,164,Bar,Delivery;,Antonie Grubishich 2 Skopje 1000,+389 70 206 222,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMjaQKhPEyZl-ynqtH5og0TgFn7oFnkBFOcOHEn=w408-h306-k-no,42.0005625,21.4210625
RADIOBAR,4.5,613,Bar,Kerbside pickup;Delivery;,Pirinska 52 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,10AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNnU721lzBi6ePt4VN_3sVbCJHAnloV4GZnaGaf=w438-h240-k-no,42.0003125,21.4234375
BKW Hybrid Bar,4.4,706,Bar,Dine-in;,MK New Delhi Rd 13 Skopje 1000,+389 71 216 348,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–2AM,https://lh5.googleusercontent.com/p/AF1QipNnmHLYkcH-Yv-DrKoNom6YyUuUYwoVqhpkSXYs=w408-h272-k-no,41.9970625,21.4060625
Legend Pub - Skopje,4.8,43,Bar,Delivery;,Borka Talevski 55 Skopje 1000,+389 75 454 554,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–1AM,10AM–1AM,7PM–12AM,https://lh5.googleusercontent.com/p/AF1QipNxhJo0fchN-EqJnZ4equorMhqV_GXF_OA8155M=w426-h240-k-no,41.9970625,21.4146875
Caffe Bar 8,4.5,23,Restaurant,Delivery;,Bitpazarska 58 Skopje 1000,+389 70 383 188,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,5PM–12AM,https://lh5.googleusercontent.com/p/AF1QipMCanOvarEB9xFdYzsbp5yLeU7rezeBL0KMMPN1=w408-h306-k-no,41.9998125,21.4374375
Plat Bar,4.6,54,Bar,Delivery;,Анкарска 23 2 MK 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOobdLLLoigSsHvWBYLxkcZ-iLd18D_N-1eL8t3=w408-h306-k-no,41.9973125,21.4089375
BKC Bar,4.9,10,Bar,Dine-in;,MK Blvd. Partizanski Odredi 29 Skopje 1000,,12PM–12AM,12PM–12AM,12PM–12AM,12PM–12AM,12PM–1AM,12PM–1AM,6PM–12AM,https://lh5.googleusercontent.com/p/AF1QipOzrGnEC0-8BBfOf7xSkodUwo2DaXpDhK_0tYqh=w408-h544-k-no,41.9989375,21.4204375
El Cabron Wine Bar,4.8,14,Bar,Dine-in;Kerbside pickup;No-contact delivery;Wine,Franklin Ruzvelt 63A Skopje 1000,+389 71 234 553,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNwPwgzdMTL0yH8-aXykP5bxgmdkKvFuq8zi_0P=w408-h544-k-no,42.0036875,21.4148125
Lounge bar „Sterna“,4.6,28,Bar,Dine-in;,New Delhi Rd 7 Skopje 1000 MK 1000,,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,Closed,https://lh5.googleusercontent.com/p/AF1QipP2Mgt8mioO1-qkiHOM4v4vSprNG_GUOaa7MUf7=w408-h544-k-no,41.9980625,21.4064375
Rakija Bar Stara Kaldrma,3.6,308,Bar,;,Arhiepiskop Angelarij Skopje 1000,+389 79 218 900,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNGrtef5KeHg3KmDYJY5c8Ai2B4BdNMc4XWPh1o=w408-h544-k-no,42.0005625,21.4368125
SOMA Lounge Bar,4,21,Bar,Dine-in;,Mitropolit Teodosij Gologanov 96 Skopje 1000,+389 70 222 125,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipND-aExkGDG-r5kUvv0I4tORysbC4UIpgsVPCYT=w408-h306-k-no,41.9979375,21.3981875
Rock bar „Woodstock“,4.7,489,Bar,Delivery;,Franklin Ruzvelt 5 Skopje 1000,+389 70 315 495,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,12PM–12AM,https://lh5.googleusercontent.com/p/AF1QipMO1qhYGpBNkrMbk0YN1poQUDyPuRr8xN51v15A=w426-h240-k-no,41.9955625,21.4113125
Pravda,4.1,207,Bar,;,Leninova 38 Skopje 1000,+389 76 483 355,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipO-dnNxPo51SI1smQxFJ3NcnjwF1Low6whtNBDy=w408-h306-k-no,41.9990625,21.4230625
Marvel Coffee Bar,4.5,272,Bar,Delivery;,Nikola Tesla 9 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNfLCzXZ97cIqiKA0-yUoxz94854wFkgEJII5_6=w408-h544-k-no,42.0053125,21.4108125
Alo Alo Coffee & Cocktail,4.5,14,Bar,;,Shidska 24 Skopje 1000,+389 71 548 106,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,10AM–6PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gpDQM_YnYQ4H2K3qqgujVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.19989&pitch=0&thumbfov=100,42.0094375,21.3610625
Kolektiv,4.4,762,Restaurant,Dine-in;Takeaway;,11th October Square Macedonia Skopje 1000,+389 2 314 4345,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNMTAZ0QUs9lgo_c3KdtBlpxIXJJmAx6x38me8=w845-h240-k-no,41.9958125,21.4319375
Lounge Bar Četiri,5,2,Bar,;,Karposh Skopje 1000,+389 77 890 212,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pUB6TR5awhu5fPII6YIxgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.5627&pitch=0&thumbfov=100,41.9979375,21.3849375
Lokal 45,4.1,166,Bar,Delivery;,Aminta Treti 30 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12:59AM,8AM–12:59AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMzkBfEPGrdXc_oSHu84szxUZTyIs8yCkKK98jN=w408-h544-k-no,41.9996875,21.4235625
Caffe Bar Iv 1992,5,2,Bar,;,Leninova 64 Skopje 1000,+389 78 290 004,7AM–1AM,7AM–1AM,7AM–1AM,7AM–1AM,7AM–1AM,9AM–1AM,4PM–1AM,https://lh5.googleusercontent.com/p/AF1QipOuxipAz2zSARHt6p2B-vIhZ3aOgx3KC2iHKQlJ=w408-h306-k-no,41.9963125,21.4221875
OWL Mixology Bar,5,39,Bar,;,Кеј 13-ти Ноември 1000 Skopje 1000,+389 75 306 306,3PM–12AM,3PM–12AM,3PM–12AM,3PM–12AM,3PM–1AM,4PM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipOW7Mz74bUlHvpmis-fx7CgjUR4afEDTMtRn8Uu=w408-h306-k-no,41.9946875,21.4343125
Baraka Lounge Bar,4.2,30,Bar,;,Leninova 38 Skopje 1000,+389 75 238 727,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,9AM–1AM,9AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipN6DslyHM606QIqDTHPXZb_2Y6hZirVs4NZGN4F=w408-h544-k-no,41.9990625,21.4230625
Srekja Bar&Food,4.3,119,Bar,Dine-in;Kerbside pickup;No-contact delivery;,MK MK 3rd Macedonian Brigade 60 Skopje 1000,+389 71 386 622,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPhr_zC-i5BLoEL5ylyVRKgT6RM3upX5g-Q4JuV=w408-h271-k-no,41.9811875,21.4555625
Млечен бар,4.6,114,Bar,Dine-in;Takeaway;,MK Ankarska 21 Skopje 1000,+389 70 303 603,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–1AM,https://lh5.googleusercontent.com/p/AF1QipM_9eb0Lmi9MxKBPbI9nhC4wi9j-YQXap-goBq5=w408-h271-k-no,41.9971875,21.4086875
Coffee „La Fe“,4.2,16,Bar,;,Blvd. Saint Clement of Ohrid Skopje 1000,+389 76 473 749,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipOCsYS3zCZE8W8cfauxCR4wO3DSvYgdwXk-zl4-=w426-h240-k-no,41.9949375,21.4245625
Pub Porta,4.6,190,Bar,Dine-in;Takeaway;No-contact delivery;,Bul. Partizanski Odredi 21/A2-1 MK Skopje 1000,+389 71 768 010,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipNhdLGZayzAB0TJ1hlTXRBgiTuHf37MfkMCwTZf=w408-h544-k-no,41.9981875,21.4239375
Tribeca Restaurant & Bar,4.5,659,Restaurant,Dine-in;Takeaway;Delivery;,Public Enterprise Parks and Greenery Boulevard Ilinden 1000 Skopje 1000,+389 70 303 413,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPDSPDUyaAQWK7UzsCFMQHBdmQSCgNDyr74sNhh=w408-h544-k-no,42.0074375,21.4114375
