title,rating,reviewCount,category,attributes,address,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,latitude,longitude
Snooze cafe,4.4,8,Cafe,;,MK 23 Oktomvri 18a Skopje 1000,,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNe9rjgSLmCxEwYlaIRwCWCsd3jkJt42Q36pq6G=w408-h306-k-no,41.9885625,21.4526875
Zaho Caffee & Lounge Bar,4,30,Cafe,Dine-in;Curbside pickup;No-contact delivery;,Boulevard Slovenia 1000 Skopje 1000,+389 71 305 107,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOS_gVupwuvKNek6AvmhKErJOftIkSXby8-elT9=w408-h724-k-no,42.0243125,21.4296875
Wake up Skopje,4.3,12,Cafe,;,Dame Gruev br.1-aneks MK Skopje 1000,+389 78 640 064,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,8:30AM–12AM,https://lh5.googleusercontent.com/p/AF1QipORNXGzo5ds6IqHeTjevWeH2pRSzfBDe2GT8fli=w426-h240-k-no,41.9918125,21.4321875
Velo,5,10,Cafe,;,1000 Skopje,,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,https://lh5.googleusercontent.com/p/AF1QipM-x3v6OzGIDgtsDeKVHS5Xi2oiKNkv7_1ooxLl=w408-h544-k-no,42.0041875,21.4233125
Classic,4.3,127,Cafe,Delivery;,Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPbIgrSu-nDnmAlkrhq1V2KWD1hFQXoIpH_QmAe=w408-h544-k-no,41.9990625,21.4396875
Office Cafe,4.4,134,Cafe,Delivery;,MK Fevruarski Pohod 24 Skopje 1000,+389 78 272 628,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMYzj0jBWGwQxgfs3rl-lBumq6EXA-qDZLDH4lj=w533-h240-k-no,41.9825625,21.4826875
Quatro Caffe,4.3,459,Cafe,Takeout;Delivery;,1 MK Hristo Tatarchev 47 Skopje 1000,+389 78 841 484,12AM-12AM,12AM-12AM,12AM-12AM,12AM-12AM,12AM-12AM,12AM-12AM,12AM-12AM,https://lh5.googleusercontent.com/p/AF1QipP33Em4D-SomW2vfa-y4kEL_BsxxD5a6XAEXOyS=w408-h306-k-no,41.9734375,21.4461875
Dabov Specialty Coffee Macedonia,4.9,73,Cafe,Dine-in;Curbside pickup;Delivery;,Њуделхиска бр.6 локал 9 Skopje MK 1000,+389 78 223 441,8AM–5PM.,8AM–5PM.,8AM–5PM.,8AM–5PM.,8AM–5PM.,9AM–3PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipOf09nYP_-bzqDciPChoE0d9tBSsFIgnBjN14Lh=w408-h306-k-no,41.9976875,21.4056875
LUX Cafe,3.6,23,Cafe,Takeout;Dine-in;Delivery;,MK Macedonia бр. 17 Skopje 1000,+389 78 339 149,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipONCPX3sdvwx4IzEockzczKFrhEye9kPmh2tYg1=w408-h306-k-no,41.9939375,21.4304375
LARES Waffle Caffe,3,2,Cafe,Takeout;,Bitpazarska 3/1-12 Skopje Skopie 1000 Bitpazarska Skopje Skopje 1000,+389 71 602 512,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipP-bpbQ_A05oZ0xOiXqcAENNB6ScjubhmQTVknb=w408-h839-k-no,42.0006875,21.4375625
Duplo Specialty Coffee Shop,5,22,Cafe,Dine-in;Takeout;,MK MK Pandil Shishkov бр.4/2 лок.11 Skopje 1000,+389 71 326 443,9AM–5PM.,9AM–5PM.,9AM–5PM.,9AM–5PM.,9AM–5PM.,9AM–4PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipOKW2ZA7vAi21c_Ns9WBygvbx-y9ptLXRGp1o4=w408-h306-k-no,41.9845625,21.4521875
Salud,4.6,10,Cafe,Dine-in;Curbside pickup;Delivery;,Debarca 23 Skopje 1000,+389 70 406 476,8AM–6PM.,8AM–6PM.,8AM–6PM.,8AM–6PM.,8AM–6PM.,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipOd_NoLL7equejvyjpznREZyM0EXRmMUpVHGA85=w408-h544-k-no,41.9978125,21.4221875
CAFFE TERASSA,5,4,Cafe,;,Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPplHueJaqRfWWF19g23LSuX866_3d-PyzmP25Z=w408-h408-k-no,41.9990625,21.4393125
Venezia Urban Bar,4.1,211,Cafe,Delivery;,Blvd. Partizanski Odredi 37 Skopje 1000,+389 71 302 120,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–1AM,7AM–1AM,https://lh5.googleusercontent.com/p/AF1QipNJdzUyGhs-ukvkBN-IwCPl5_zVYJU2HYYvFuRj=w408-h306-k-no,41.9991875,21.4196875
HOSH,5,8,Cafe,;,MK Bitpazarska 18 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPyFM4O2y1jS6Vmlh6YyBtVy-WniiDBkS6_o3Qd=w408-h306-k-no,42.0006875,21.4375625
Лејзи Кафе - Lazy Cafe,4.3,29,Cafe,;,Boulevard Jane Sandanski 74-1 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0FY8gqsU4MlWqvP5906JQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.60849&pitch=0&thumbfov=100,41.9833125,21.4638125
Cafe „Koffein“,4.3,4,Cafe,Dine-in;,Macedonia St 51 Skopje 1000,+389 70 355 742,8AM–10PM.,8AM–10PM.,8AM–10PM.,8AM–10PM.,8AM–10PM.,8AM–10PM.,8AM–10PM.,https://lh5.googleusercontent.com/p/AF1QipOepo0AG7wXMJGVzeER-dvjRkcnk-ArqCpkTDkD=w408-h862-k-no,41.9954375,21.4310625
Spirit Bar,4.8,38,Cafe,Takeout;Delivery;Dine-in;,MK Boulevard Jane Sandanski 2/2-35 Skopje 1000,+389 70 331 501,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPC4Wt0EhCtdy0i1Cx8zfutELDTsyF75InJ2_B4=w408-h544-k-no,41.9875625,21.4523125
Victory Cafe,5,1,Cafe,;,Tone Tomshikj 1000 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOnpKnXpOM2wkHg38G4KQTUi8mRzmjKpYx_IEtl=w408-h544-k-no,41.98125,21.43875
Custom pub,4.6,418,Cafe,Dine-in;Delivery;,MK Boulevard VMRO Skopje 1000,+389 71 394 941,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,10AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPlqWlFSGm4NzCwFTmANbC9AHWvsBOPYN8Apg7g=w426-h240-k-no,41.9968125,21.4283125
Cherry Bar,4.5,608,Cafe,Dine-in;Delivery;,Rajko Zhinzifov Skopje 1000,+389 2 615 2666,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOHiPXmCQqPMMPoxnNi2oMN_I2EZttz7OLjDXb-=w408-h408-k-no,41.99875,21.41875
Dobar Bar,4.6,270,Cafe,Takeaway;No-contact delivery;,Bul. Partizanski Odredi 155-10/11 Skopje MK 1000,+389 75 287 065,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMPLBdZdj2PyrPDoORu0yu57tfJfVCe9t7Yhm9e=w426-h240-k-no,42.0081875,21.3689375
Lounge Bar Bis,4.5,536,Cafe,Dine-in;Takeaway;,Ul. Dragisha Mishkovic bb Скопје MK 1000,+389 2 614 8812,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPSeaGP0f9cdn7tTXaGgey-ztTh7mTAjYdU10WT=w408-h306-k-no,42.0068125,21.4021875
Kibo Club,4.2,5,Cafe,Dine-in;Takeout;,Dame Gruev 16 Skopje 1000,+389 75 405 105,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8:30AM–1AM,8:30AM–12AM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XKpkkWRdBYcJMiBuRTERLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.85759&pitch=0&thumbfov=100,41.9948125,21.4283125
