,placeUrl,title,rating,reviewCount,category,attributes,address,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,currentStatus,info,imgUrl,isClaimed,latitude,longitude,timestamp
84,https://www.google.com/maps/place/Joy+Caf%C3%A9+and+Bakery/data=!4m7!3m6!1s0x135415674502975b:0x485ce320af1c35a!8m2!3d41.9930383!4d21.4302311!16s%2Fg%2F11fm4l_mxf!19sChIJW5cCRWcVVBMRWsPxCjLOhQQ,Joy Café and Bakery,4.7,161,Caf�,·  Dine-in  ·  Takeout  ·  Delivery,"Luj Paster 1000, Skopje 1000, North Macedonia",joy.mk,+389 2 523 3355,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,8a.m.–4p.m.,9a.m.–4p.m.,9a.m.–4p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMBYpLmGAZ9cY0gmXUsPUHQcNqbg-I2e-R3gE10=w408-h306-k-no,FALSE,41.9930625,21.4301875,2022-11-10T11:48:46.913Z
85,https://www.google.com/maps/place/Caffe+Bar+Versace/data=!4m7!3m6!1s0x135415baab824cf3:0x2d9679e6d6aeffa4!8m2!3d41.9993654!4d21.439874!16s%2Fg%2F11c2pjrxrn!19sChIJ80yCq7oVVBMRpP-u1uZ5li0,Caffe Bar Versace,4.3,21,Cafe,·  Delivery,"XCXQ+PWX, Skopje 1000, North Macedonia",,+389 70 640 732,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipPuB8Qd0N6DZwWUhw9m8LPPWF-bwjw9aNlCMFIW=w408-h306-k-no,FALSE,,,2022-11-10T11:48:50.429Z
86,https://www.google.com/maps/place/Forza+Wine+Bar+%26+Restaurant/data=!4m7!3m6!1s0x13541472b2f357fb:0x22bd0951c0f0cda3!8m2!3d41.999705!4d21.3906624!16s%2Fg%2F1tfn4x7g!19sChIJ-1fzsnIUVBMRo83wwFEJvSI,Forza Wine Bar & Restaurant,4.2,1671,Restaurant,·  Dine-in  ·  Takeout  ·  Delivery,"Лондонска 12a, Skopje 1000, North Macedonia",https://www.facebook.com/ForzaWineBarRestaurant,+389 2 307 1200,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipPoB7uWFLRWyFRmQBk-ero7rCPi96UvXpy5UJlX=w408-h272-k-no,TRUE,41.9996875,21.3906875,2022-11-10T11:48:55.159Z
87,https://www.google.com/maps/place/ShortBus/data=!4m7!3m6!1s0x135415fafbeb608d:0x9ed163885a6eac41!8m2!3d41.9979594!4d21.4246618!16s%2Fg%2F11h6y28ms5!19sChIJjWDr-_oVVBMRQaxuWohj0Z4,ShortBus,4.6,212,Cafe,·  Delivery,"XCXF+5VM, Skopje 1000, North Macedonia",https://www.facebook.com/shortbussk/,,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,9a.m.–1a.m.,12p.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMqh6IO2tf1OV7vqObBJT1a8Qu18tswbmZrcctn=w532-h240-k-no,FALSE,,,2022-11-10T11:48:58.637Z
88,https://www.google.com/maps/place/Krem+Caffe/data=!4m7!3m6!1s0x1354146e6e931eab:0x7fb2d2daf8a63d4a!8m2!3d42.0045308!4d21.3937658!16s%2Fg%2F1pp2vgl2f!19sChIJqx6Tbm4UVBMRSj2m-NrSsn8,Krem Caffe,4.5,100,Cafe,·  Takeout,"Nikola Rusinski, Skopje 1000, North Macedonia",,+389 78 866 520,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipNZ-lXtkjVO4RCPAMiG_LRmtRRdu08ZOLrJo8y-=w408-h272-k-no,TRUE,42.0045625,21.3938125,2022-11-10T11:49:02.818Z
89,https://www.google.com/maps/place/Kotur/data=!4m7!3m6!1s0x13541585e9c1ba25:0xa2ad2fecfe1dcc5!8m2!3d41.9945328!4d21.4294686!16s%2Fg%2F11gv0qz2jk!19sChIJJbrB6YUVVBMRxdzhz_7SKgo,Kotur,4.8,437,Cafe,,"Nikola Vapcarov nb.7, Skopje 1000, North Macedonia",https://m.facebook.com/KoturKafeiFilm/insights/?referrer=notif&notif_t=page_user_activity&notif_id=1539171944155925&ref=m_notif,+389 78 357 896,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,9a.m.–1a.m.,9a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMVJkf4gs85yntcTfFwlkrkr7Sw92FwFUfBQq5w=w426-h240-k-no,TRUE,41.9945625,21.4294375,2022-11-10T11:49:07.587Z
90,https://www.google.com/maps/place/Coffee+Shop/data=!4m7!3m6!1s0x135415cea8bee5fd:0xafb527302925baea!8m2!3d42.0013109!4d21.4229936!16s%2Fg%2F11rgh4lf81!19sChIJ_eW-qM4VVBMR6rolKTAnta8,Coffee Shop,5,1,Cafe,,"Boulevard Macedonia Skopje 1000, North Macedonia",,,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipPzDjq7DueL0LeO6Z0RyZC4l2JZseHOpbtWpzmT=w408-h725-k-no,FALSE,42.0013125,21.4229375,2022-11-10T11:49:12.621Z
91,https://www.google.com/maps/place/Amigos+Gold/data=!4m7!3m6!1s0x135415c78090f8b3:0x1d09ee22cbad7eb9!8m2!3d42.0236635!4d21.4331497!16s%2Fg%2F11mv0qrt8s!19sChIJs_iQgMcVVBMRuX6tyyLuCR0,Amigos Gold,3.9,19,Cafe,,"Butel, Skopje, 1000, North Macedonia",,+389 70 922 561,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipM43Dnyg1MOAGHpjKj79vJOL0-ba3mRpSRHyjpi=w408-h462-k-no,FALSE,42.0236875,21.4331875,2022-11-10T11:49:16.754Z
92,https://www.google.com/maps/place/Agate+Cafe/data=!4m7!3m6!1s0x135415db8b087c47:0x998530f269e980a9!8m2!3d41.9760135!4d21.4453148!16s%2Fg%2F11b6hp9w8d!19sChIJR3wIi9sVVBMRqYDpafIwhZk,Agate Cafe,4,97,Cafe,·  Curbside pickup  ·  Delivery,"Sava Kovachevikj 47И, Skopje 1000, North Macedonia",,+389 78 257 088,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,10a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipN11FINeFHEGCFPzD-xJ6Xjzw93a1fHFx9iJaSt=w408-h306-k-no,TRUE,41.9760625,21.4453125,2022-11-10T11:49:20.734Z
93,https://www.google.com/maps/place/Break+Corner/data=!4m7!3m6!1s0x13541584570b25c7:0xec8841af6b9a7793!8m2!3d41.986964!4d21.4621938!16s%2Fg%2F11ryqm51j_!19sChIJxyULV4QVVBMRk3eaa69BiOw,Break Corner,5,1,Coffee shop,·  Dine-in,"XFP6+QVP, Boulevard Jane Sandanski, Skopje 1000, North Macedonia",,,5–9p.m.,5–9p.m.,5–9p.m.,5–9p.m.,5–9p.m.,5–9p.m.,Closed,Closed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3UQmtkg_jnhuQk5yQUwpJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.434097&pitch=0&thumbfov=100,FALSE,,,2022-11-10T11:49:23.871Z
94,https://www.google.com/maps/place/Coffe+Barcelona+Saraj/data=!4m7!3m6!1s0x1354134467e679cb:0xa6794b1b37f92520!8m2!3d41.9986969!4d21.3263631!16s%2Fg%2F11gy50n_xq!19sChIJy3nmZ0QTVBMRICX5NxtLeaY,Coffe Barcelona Saraj,5,8,Cafe,,"Ul 20 Skopje MK, 1000, North Macedonia",,+389 72 673 790,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,6a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMTOvkrB3rH7a1i6SpTtcBDwXtVzE8VoVr4WLr6=w426-h240-k-no,TRUE,41.99875,21.32625,2022-11-10T11:49:28.249Z
95,https://www.google.com/maps/place/Tinex+To+Go+Coffee+Bar/data=!4m7!3m6!1s0x135414363fc3427d:0x30e2c7d991c96f3c!8m2!3d41.9927853!4d21.420066!16s%2Fg%2F11f2b0l0nb!19sChIJfULDPzYUVBMRPG_JkdnH4jA,Tinex To Go Coffee Bar,4.5,92,Cafe,·  Dine-in  ·  Takeout,"XCVC+428, Skopje 1000, North Macedonia",,+389 78 235 699,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,8a.m.–8p.m.,Closed,Open now,,https://lh5.googleusercontent.com/p/AF1QipPqIoYOaTF6YUImi3f6YS99-lZfd9-MMc-33Gyn=w408-h544-k-no,FALSE,,,2022-11-10T11:49:31.706Z
96,https://www.google.com/maps/place/Mikel+Coffee/data=!4m7!3m6!1s0x135415b6a253ff5d:0xb90cdc14e713c15c!8m2!3d41.9987791!4d21.4253227!16s%2Fg%2F11n5p5ghgk!19sChIJXf9TorYVVBMRXMET5xTcDLk,Mikel Coffee,4.4,308,Coffee shop,·  Dine-in  ·  Takeout,"Centar Skopje, 1000, North Macedonia",,,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipP43x2MkyxcvarbShYFER9BLhcs_vxw2yhTmNnq=w408-h725-k-no,FALSE,41.9988125,21.4253125,2022-11-10T11:49:36.374Z
97,https://www.google.com/maps/place/Plato2.0coffee/data=!4m7!3m6!1s0x135415ac877422dd:0x483c2975d6b8bee3!8m2!3d41.9985017!4d21.4064719!16s%2Fg%2F11rd5lcr2h!19sChIJ3SJ0h6wVVBMR47641nUpPEg,Plato2.0coffee,4.9,15,Coffee shop,,"New Delhi Rd 3, Skopje 1000, North Macedonia",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNNwJp2bckvMdIUzC4MeWN43xnHlaKFVWT4TfxU=w533-h240-k-no,FALSE,41.9985625,21.4064375,2022-11-10T11:49:40.747Z
98,https://www.google.com/maps/place/Urban+Cocktails+%26+Shisha/data=!3m1!4b1!4m6!3m5!1s0x13541502ba5989a7:0x7f2ef303b2c09589!8m2!3d41.985092!4d21.4662156!16s%2Fg%2F11kxhxd386,Urban Cocktails & Shisha,4.7,6,Cafe,·  Dine-in,"ул Булевар Јане Сандански Бр.82/локал -3,6 и 7 MK, Skopje 1000, North Macedonia",,+389 72 302 649,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11:30p.m.,8a.m.–11:30p.m.,Open now,,,FALSE,41.9850625,21.4661875,2022-11-10T11:49:47.037Z
99,https://www.google.com/maps/place/Coffee+Factory+3/data=!4m7!3m6!1s0x135415d640004ba5:0x192a14ac96c90e0!8m2!3d41.9940189!4d21.4304369!16s%2Fg%2F11gsls_tvs!19sChIJpUsAQNYVVBMR4JBsyUqhkgE,Coffee Factory 3,4.4,208,Cafe,·  Delivery,"XCVJ+J53, Macedonia, Skopje 1000, North Macedonia",,,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,9a.m.–1a.m.,10a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipO33ZdUs25Xnh3DL_3iICyfqIB0fbvzHctge-s4=w426-h240-k-no,FALSE,,,2022-11-10T11:49:50.722Z
100,https://www.google.com/maps/place/Why+Caffe/data=!4m7!3m6!1s0x13541559fc20f255:0xbed9652d085705da!8m2!3d41.9982824!4d21.3928019!16s%2Fg%2F11rtwnntvq!19sChIJVfIg_FkVVBMR2gVXCC1l2b4,Why Caffe,4.3,4,Cafe,,"Mitropolit Teodosij Gologanov 134/1, Skopje 1000, North Macedonia",https://www.instagram.com/whycaffe/?utm_medium=copy_link,+389 71 351 332,8a.m.–12p.m.,8a.m.–12p.m.,8a.m.–12p.m.,8a.m.–12p.m.,8a.m.–12p.m.,8a.m.–1a.m.,8a.m.–12p.m.,Closed,,https://lh5.googleusercontent.com/p/AF1QipOV7jaqOGXJQeoTy9-FkgZQVn8ynLdwCr7exIVv=w408-h510-k-no,TRUE,41.9983125,21.3928125,2022-11-10T11:49:56.057Z
101,https://www.google.com/maps/place/My+Space+Cafe/data=!4m7!3m6!1s0x1354143609ff15a7:0x856652289ac3943f!8m2!3d41.9926693!4d21.4210706!16s%2Fg%2F11b6nqy0k3!19sChIJpxX_CTYUVBMRP5TDmihSZoU,My Space Cafe,4.1,137,Cafe,·  Takeout  ·  Delivery,"Vasil Gjorgov, Skopje 1000, North Macedonia",https://www.facebook.com/myspacecafe/,+389 2 609 0264,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Closed,Open now,,https://lh5.googleusercontent.com/p/AF1QipMAvFM4jp59I6_ppjsPVWgrmaMMGIfaYkFtWGom=w427-h240-k-no,TRUE,41.9926875,21.4210625,2022-11-10T11:50:01.113Z
102,https://www.google.com/maps/place/%D0%9A%D0%B0%D1%84%D0%B5+%E2%80%9E%D0%9B%D0%B8%D1%82%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0%E2%80%9C/data=!4m7!3m6!1s0x135415e89f1e07bf:0xa5be7e5a7642b0ba!8m2!3d42.0029617!4d21.3977787!16s%2Fg%2F11mvbkxjpq!19sChIJvwcen-gVVBMRurBCdlp-vqU,Кафе „Литература“,4.4,27,Cafe,,"293X+54J, Skopje 1000, North Macedonia",,,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–10p.m.,9a.m.–8p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipPGIojJ8rBpI1W8F6IYUnfctYspAzAcdsfhdV5U=w408-h544-k-no,FALSE,,,2022-11-10T11:50:04.734Z
103,https://www.google.com/maps/place/Station+Caffe/data=!4m7!3m6!1s0x1354153c439d6ff7:0xef2bad7282b846a8!8m2!3d41.9976957!4d21.4287569!16s%2Fg%2F11p4c9xdr3!19sChIJ92-dQzwVVBMRqEa4gnKtK-8,Station Caffe,5,5,Coffee shop,·  In-store shopping,"Nikola Kljusev 4a, Skopje 1000, North Macedonia",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNfGZOqFy7Fc9N2sV9KUL3W0_f8JZjMVfnmHOcw=w408-h306-k-no,TRUE,41.9976875,21.4288125,2022-11-10T11:50:08.647Z
104,https://www.google.com/maps/place/Snooze+cafe/data=!4m7!3m6!1s0x1354151270fa0a09:0xa7105298596b142d!8m2!3d41.9885534!4d21.4526429!16s%2Fg%2F11s13pf36z!19sChIJCQr6cBIVVBMRLRRrWZhSEKc,Snooze cafe,4.4,8,Cafe,,"MK, 23 Oktomvri 18a, Skopje 1000, North Macedonia",,,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipNe9rjgSLmCxEwYlaIRwCWCsd3jkJt42Q36pq6G=w408-h306-k-no,FALSE,41.9885625,21.4526875,2022-11-10T11:50:12.617Z
105,https://www.google.com/maps/place/Box+Cafe/data=!4m7!3m6!1s0x1354138dd1e893bb:0xb7a37990a2809def!8m2!3d42.0077225!4d21.3704997!16s%2Fg%2F11bwh5t3mt!19sChIJu5Po0Y0TVBMR752AopB5o7c,Box Cafe,4.4,96,Cafe,·  Delivery,"295C+35Q, Skopje 1000, North Macedonia",,,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–1a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMtpf3os3TADCBXbZahahh8NRwZqza7vMQNZoKE=w408-h408-k-no,FALSE,,,2022-11-10T11:50:16.978Z
106,https://www.google.com/maps/place/Zaho+Caffee+%26+Lounge+Bar/data=!4m7!3m6!1s0x135415af25c2af99:0x30298bca2a79524b!8m2!3d42.0242804!4d21.4296654!16s%2Fg%2F11jpcrb877!19sChIJma_CJa8VVBMRS1J5KsqLKTA,Zaho Caffee & Lounge Bar,4,30,Cafe,·  Dine-in  ·  Curbside pickup  ·  No-contact delivery,"Boulevard Slovenia 1000, Skopje 1000, North Macedonia",https://www.facebook.com/pages/category/Restaurant/Zaho-Cafee-Lounge-Bar-104808364705151/#!/Zaho-Cafee-Lounge-Bar-104808364705151/photos,+389 71 305 107,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipOS_gVupwuvKNek6AvmhKErJOftIkSXby8-elT9=w408-h724-k-no,TRUE,42.0243125,21.4296875,2022-11-10T11:50:21.147Z
107,https://www.google.com/maps/place/Wake+up+Skopje/data=!4m7!3m6!1s0x135415ce1970f4df:0xd688ee8a2256fcc2!8m2!3d41.9917716!4d21.4321552!16s%2Fg%2F11h_r9kkk9!19sChIJ3_RwGc4VVBMRwvxWIoruiNY,Wake up Skopje,4.3,12,Coffee shop,,"Dame Gruev br.1-aneks MK, Skopje 1000, North Macedonia",,+389 78 640 064,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipORNXGzo5ds6IqHeTjevWeH2pRSzfBDe2GT8fli=w426-h240-k-no,FALSE,41.9918125,21.4321875,2022-11-10T11:50:25.171Z
108,https://www.google.com/maps/place/Velo/data=!4m7!3m6!1s0x1354145240c2d7cf:0x62e859e62ef1dd19!8m2!3d42.0041441!4d21.4232547!16s%2Fg%2F11f_gp0pdv!19sChIJz9fCQFIUVBMRGd3xLuZZ6GI,Velo,5,10,Cafe,,"1000, Skopje, North Macedonia",,,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,10a.m.–10p.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipM-x3v6OzGIDgtsDeKVHS5Xi2oiKNkv7_1ooxLl=w408-h544-k-no,FALSE,42.0041875,21.4233125,2022-11-10T11:50:29.678Z
109,https://www.google.com/maps/place/Classic/data=!4m7!3m6!1s0x135415baa9afe753:0x3780a5005454a296!8m2!3d41.999117!4d21.439654!16s%2Fg%2F11bwqqbqfp!19sChIJU-evqboVVBMRlqJUVAClgDc,Classic,4.3,127,Cafe,·  Delivery,"Skopje 1000, North Macedonia",,,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipPbIgrSu-nDnmAlkrhq1V2KWD1hFQXoIpH_QmAe=w408-h544-k-no,TRUE,41.9990625,21.4396875,2022-11-10T11:50:33.845Z
110,https://www.google.com/maps/place/Office+Cafe/data=!4m7!3m6!1s0x13543e2214a48fcf:0x9e28e97f3b5e2835!8m2!3d41.982567!4d21.4826713!16s%2Fg%2F11g02dzfr0!19sChIJz4-kFCI-VBMRNSheO3_pKJ4,Office Cafe,4.4,134,Cafe,·  Delivery,"MK, Fevruarski Pohod 24, Skopje 1000, North Macedonia",https://www.facebook.com/people/Office-Caffe/100062961863777/?ref=page_internal&mt_nav=1,+389 78 272 628,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–1a.m.,8a.m.–1a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipMYzj0jBWGwQxgfs3rl-lBumq6EXA-qDZLDH4lj=w533-h240-k-no,FALSE,41.9825625,21.4826875,2022-11-10T11:50:38.953Z
111,https://www.google.com/maps/place/THREE+MONKEYS/data=!4m7!3m6!1s0x1354156bf1ee63b1:0x813b96c1cc497311!8m2!3d42.0004466!4d21.403945!16s%2Fg%2F11m2gfq1h3!19sChIJsWPu8WsVVBMREXNJzMGWO4E,THREE MONKEYS,4.4,73,Coffee shop,·  Dine-in  ·  Takeout  ·  Delivery,"MK, Boulevard 8-mi Septemvri 7/6, Skopje 1000, North Macedonia",https://www.kliknijadi.mk/mk/restaurant/THREE-MONKEYS-LOUNGE-BAR,+389 70 804 903,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOPezAsazrip5CPz6ta-YFZpxBRhsA4lY5-5mzX=w426-h240-k-no,TRUE,42.0004375,21.4039375,2022-11-10T11:50:43.823Z
112,https://www.google.com/maps/place/Quatro+Caffe/data=!4m7!3m6!1s0x135415deb78feee1:0xec253de894c2fd76!8m2!3d41.9734994!4d21.4461772!16s%2Fg%2F11bt_89j5n!19sChIJ4e6Pt94VVBMRdv3ClOg9Jew,Quatro Caffe,4.3,459,Cafe,·  Takeout  ·  Delivery,"1 MK, Hristo Tatarchev 47, Skopje 1000, North Macedonia",,+389 78 841 484,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,,https://lh5.googleusercontent.com/p/AF1QipP33Em4D-SomW2vfa-y4kEL_BsxxD5a6XAEXOyS=w408-h306-k-no,TRUE,41.9734375,21.4461875,2022-11-10T11:50:48.040Z
113,https://www.google.com/maps/place/Dabov+Specialty+Coffee+Macedonia/data=!4m7!3m6!1s0x1354156a1620b7d9:0xe17e0081cbe2d008!8m2!3d41.9976677!4d21.405705!16s%2Fg%2F11rfrwt9gf!19sChIJ2bcgFmoVVBMRCNDiy4EAfuE,Dabov Specialty Coffee Macedonia,4.9,73,Coffee shop,·  Dine-in  ·  Curbside pickup  ·  Delivery,"Њуделхиска бр.6 локал 9 Skopje MK, 1000, North Macedonia",https://dabov.coffee/,+389 78 223 441,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,8a.m.–5p.m.,9a.m.–3p.m.,Closed,Open now,,https://lh5.googleusercontent.com/p/AF1QipOf09nYP_-bzqDciPChoE0d9tBSsFIgnBjN14Lh=w408-h306-k-no,TRUE,41.9976875,21.4056875,2022-11-10T11:50:52.638Z
114,https://www.google.com/maps/place/ORU+Caffe/data=!4m7!3m6!1s0x1354150c5365ce35:0xa6cae7c1f72d5798!8m2!3d42.0293032!4d21.4286707!16s%2Fg%2F11m9xzn0gb!19sChIJNc5lUwwVVBMRmFct98HnyqY,ORU Caffe,,,Cafe,,"makedonska kosovaka brigada skopje MK, 1000, North Macedonia",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOsVj9pmrpYZci9_9aXJNtu0szCCaJzDWmpAAMR=w408-h306-k-no,FALSE,42.0293125,21.4286875,2022-11-10T11:50:56.726Z
115,https://www.google.com/maps/place/LUX+Cafe/data=!4m7!3m6!1s0x135415edc33d9d8b:0xa32ce63242d8b3f1!8m2!3d41.9939182!4d21.4303911!16s%2Fg%2F11lrym4rfl!19sChIJi509w-0VVBMR8bPYQjLmLKM,LUX Cafe,3.6,23,Cafe,·  Takeout  ·  Dine-in  ·  Delivery,"MK, Macedonia бр. 17, Skopje 1000, North Macedonia",,+389 78 339 149,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,8a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipONCPX3sdvwx4IzEockzczKFrhEye9kPmh2tYg1=w408-h306-k-no,TRUE,41.9939375,21.4304375,2022-11-10T11:51:01.253Z
116,https://www.google.com/maps/place/Caffe+Vivendo/data=!4m7!3m6!1s0x13541546cda29687:0xed9b818f04a8007!8m2!3d42.014453!4d21.443922!16s%2Fg%2F11fl0_qlmx!19sChIJh5aizUYVVBMRB4BK8Bi42Q4,Caffe Vivendo,4.3,25,Cafe,,"John Kennedy 3, Skopje 1000, North Macedonia",,+389 75 222 210,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMGhENvDhj_Rc2Q4FhUGB3fmoSztTUR0P2LyK1Q=w408-h821-k-no,FALSE,42.0144375,21.4439375,2022-11-10T11:51:04.977Z
117,https://www.google.com/maps/place/Caffe+Masque/data=!4m7!3m6!1s0x1354159546b80fab:0x33f0b1f6a27564a9!8m2!3d41.9883757!4d21.452634!16s%2Fg%2F1tf897x5!19sChIJqw-4RpUVVBMRqWR1ovax8DM,Caffe Masque,4.2,,Cafe,·  Delivery,"XFQ3+932, Boulevard Jane Sandanski, Skopje 1000, North Macedonia",,+389 78 364 036,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12a.m.,8:30a.m.–12:30a.m.,8a.m.–12a.m.,8:30a.m.–12a.m.,Open now,,https://lh5.googleusercontent.com/p/AF1QipP4TmVZQYCrHxi1s_bc-Ura90o1Gm-GF0x8F2bj=w408-h408-k-no,FALSE,,,2022-11-10T11:51:08.143Z
118,https://www.google.com/maps/place/%D0%A0%D0%B5%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0/data=!4m7!3m6!1s0x13541518d80a6989:0xf9ae2fb94b9499e4!8m2!3d41.991612!4d21.4504!16s%2Fg%2F11rz3vx991!19sChIJiWkK2BgVVBMR5JmUS7kvrvk,Република,4.5,,Coffee shop,,"23 Oktomvri 1, Skopje 1000, North Macedonia",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNTWpTqrwpSEs_dJQuh_hp6rmzw9wh8-_w4BiO9=w533-h240-k-no,FALSE,41.9915625,21.4504375,2022-11-10T11:51:12.125Z
119,https://www.google.com/maps/place/House+Ice+Gelato/data=!4m7!3m6!1s0x135415ae2d4e52a7:0x8491fcc49dc26642!8m2!3d42.0006483!4d21.4364318!16s%2Fg%2F11dxqn25j2!19sChIJp1JOLa4VVBMRQmbCncT8kYQ,House Ice Gelato,4.8,51,Cafe,·  Dine-in  ·  Takeout,"2C2P+7H3, Salih Asim, Skopje 1000, North Macedonia",,+389 71 755 831,8–10a.m.,8–10a.m.,8–10a.m.,8–10a.m.,8–10a.m.,8–10a.m.,8a.m.–10p.m.,Closed,,https://lh5.googleusercontent.com/p/AF1QipMtaMReXagvIVgngl-WJgyIWZbxNO9nKtoh5Cim=w408-h306-k-no,FALSE,,,2022-11-10T11:51:15.094Z
